MWR,01.00
53910,106.2000,35.6633,+2845.2,TK001,16,83
Record,DateTime,10,SurTem(��),SurHum(%),SurPre(hPa),Tir(��),Rain,CloudBase(km),Vint(mm),Lqint(mm),0.000(km),0.025(km),0.050(km),0.075(km),0.100(km),0.125(km),0.150(km),0.175(km),0.200(km),0.225(km),0.250(km),0.275(km),0.300(km),0.325(km),0.350(km),0.375(km),0.400(km),0.425(km),0.450(km),0.475(km),0.500(km),0.550(km),0.600(km),0.650(km),0.700(km),0.750(km),0.800(km),0.850(km),0.900(km),0.950(km),1.000(km),1.050(km),1.100(km),1.150(km),1.200(km),1.250(km),1.300(km),1.350(km),1.400(km),1.450(km),1.500(km),1.550(km),1.600(km),1.650(km),1.700(km),1.750(km),1.800(km),1.850(km),1.900(km),1.950(km),2.000(km),2.250(km),2.500(km),2.750(km),3.000(km),3.250(km),3.500(km),3.750(km),4.000(km),4.250(km),4.500(km),4.750(km),5.000(km),5.250(km),5.500(km),5.750(km),6.000(km),6.250(km),6.500(km),6.750(km),7.000(km),7.250(km),7.500(km),7.750(km),8.000(km),8.250(km),8.500(km),8.750(km),9.000(km),9.250(km),9.500(km),9.750(km),10.000(km),QCflag
686,2026-03-03 20:44:15,12,18.00,97.50,980.10,2.20,0,3.93,55.09,4.04,14.971,15.055,15.008,14.993,14.959,14.897,14.879,14.852,14.782,14.736,14.708,14.653,14.634,14.591,14.558,14.533,14.459,14.451,14.453,14.361,14.363,14.272,14.203,14.168,14.015,13.893,13.788,13.645,13.554,13.414,13.284,13.171,13.035,12.933,12.765,12.673,12.564,12.466,12.263,12.032,11.812,11.661,11.430,11.215,11.071,10.871,10.683,10.484,10.313,10.135,9.968,9.150,8.342,7.653,6.998,6.377,5.828,5.304,4.841,4.413,3.994,3.584,3.205,2.886,2.607,2.314,1.968,1.685,1.433,1.216,1.028,0.863,0.726,0.603,0.495,0.413,0.339,0.278,0.227,0.186,0.150,0.123,0.099,0
687,2026-03-03 20:44:15,13,18.00,97.50,980.10,2.20,0,3.93,55.09,4.04,97.500,98.137,98.205,98.141,98.132,98.105,98.045,97.991,97.732,97.848,97.844,97.678,97.566,97.627,97.500,97.432,97.398,97.346,97.346,97.297,97.201,97.230,97.112,97.221,97.142,96.973,96.966,96.832,96.734,96.609,96.536,96.379,96.343,96.179,96.218,96.045,95.998,95.807,95.663,95.328,95.139,94.877,94.649,94.487,94.267,94.119,93.750,93.561,93.415,93.131,92.947,91.800,90.502,89.681,88.549,88.302,88.129,88.122,87.934,87.985,88.095,88.274,88.458,88.771,89.283,88.980,86.372,83.763,81.254,78.637,75.840,73.044,70.590,68.795,66.552,64.797,62.945,60.750,58.819,57.129,54.935,53.969,52.782,0
688,2026-03-03 20:44:15,14,18.00,97.50,980.10,2.20,0,3.93,55.09,4.04,0.387,0.288,0.277,0.286,0.287,0.290,0.299,0.307,0.346,0.327,0.327,0.351,0.368,0.357,0.376,0.386,0.389,0.397,0.397,0.402,0.417,0.410,0.426,0.408,0.416,0.437,0.435,0.450,0.461,0.475,0.480,0.499,0.499,0.518,0.506,0.526,0.528,0.550,0.560,0.594,0.608,0.634,0.651,0.659,0.678,0.684,0.717,0.727,0.732,0.753,0.762,0.823,0.881,0.886,0.910,0.849,0.789,0.718,0.667,0.605,0.542,0.478,0.420,0.366,0.314,0.287,0.311,0.327,0.331,0.331,0.328,0.319,0.303,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
689,2026-03-03 20:44:30,11,18.00,97.70,980.20,17.00,0,0.67,55.73,3.99,18.000,17.979,17.909,17.903,17.863,17.796,17.787,17.763,17.725,17.651,17.620,17.583,17.579,17.516,17.499,17.479,17.398,17.398,17.400,17.297,17.315,17.203,17.137,17.077,16.906,16.791,16.671,16.520,16.429,16.275,16.130,16.017,15.852,15.754,15.532,15.443,15.308,15.215,14.972,14.719,14.448,14.286,13.998,13.719,13.549,13.278,13.061,12.791,12.550,12.321,12.086,10.922,9.692,8.490,7.302,5.924,4.593,3.180,1.861,0.500,-0.840,-2.226,-3.638,-4.967,-6.275,-7.671,-9.243,-10.706,-12.234,-13.752,-15.239,-16.787,-18.327,-20.074,-21.836,-23.492,-25.250,-26.945,-28.662,-30.374,-32.099,-33.922,-35.754,0
690,2026-03-03 20:44:30,12,18.00,97.70,980.20,17.00,0,0.67,55.73,3.99,15.002,15.096,15.040,15.032,14.986,14.927,14.902,14.883,14.807,14.758,14.722,14.668,14.649,14.600,14.565,14.540,14.461,14.444,14.450,14.346,14.355,14.251,14.181,14.130,13.978,13.859,13.750,13.607,13.515,13.380,13.239,13.131,12.995,12.886,12.721,12.630,12.521,12.419,12.218,11.983,11.765,11.613,11.383,11.175,11.029,10.828,10.643,10.446,10.270,10.097,9.928,9.112,8.310,7.619,6.969,6.360,5.826,5.310,4.859,4.440,4.026,3.619,3.245,2.928,2.649,2.354,2.002,1.714,1.456,1.232,1.040,0.871,0.732,0.608,0.500,0.417,0.343,0.281,0.230,0.189,0.153,0.125,0.101,0
691,2026-03-03 20:44:30,13,18.00,97.70,980.20,17.00,0,0.67,55.73,3.99,97.700,98.430,98.482,98.464,98.393,98.401,98.287,98.301,98.020,98.127,98.071,97.930,97.824,97.862,97.730,97.678,97.620,97.503,97.529,97.428,97.384,97.328,97.230,97.232,97.175,97.014,96.950,96.815,96.690,96.613,96.436,96.301,96.266,96.023,96.082,95.912,95.861,95.619,95.474,95.091,94.925,94.630,94.411,94.289,94.036,93.873,93.518,93.333,93.139,92.890,92.682,91.499,90.200,89.307,88.189,88.049,88.063,88.196,88.223,88.467,88.732,89.073,89.468,89.948,90.604,90.416,87.728,85.060,82.380,79.588,76.592,73.584,71.021,69.290,67.065,65.337,63.564,61.394,59.516,57.876,55.708,54.905,53.809,0
692,2026-03-03 20:44:30,14,18.00,97.70,980.20,17.00,0,0.67,55.73,3.99,0.356,0.243,0.234,0.236,0.247,0.245,0.262,0.259,0.301,0.284,0.292,0.313,0.328,0.321,0.341,0.348,0.355,0.373,0.369,0.382,0.389,0.394,0.407,0.405,0.410,0.430,0.436,0.451,0.466,0.473,0.493,0.508,0.508,0.538,0.523,0.543,0.545,0.573,0.584,0.623,0.634,0.664,0.679,0.682,0.705,0.712,0.743,0.751,0.762,0.778,0.789,0.852,0.908,0.918,0.939,0.868,0.794,0.714,0.651,0.581,0.513,0.446,0.383,0.328,0.275,0.250,0.281,0.302,0.312,0.317,0.318,0.313,0.299,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
693,2026-03-03 20:44:45,11,17.80,97.70,980.20,24.30,0,0.30,55.53,3.84,17.800,17.797,17.748,17.748,17.721,17.663,17.651,17.645,17.618,17.552,17.522,17.499,17.508,17.453,17.444,17.433,17.361,17.362,17.376,17.289,17.310,17.211,17.163,17.112,16.956,16.838,16.708,16.559,16.468,16.318,16.170,16.055,15.888,15.782,15.567,15.476,15.348,15.249,15.001,14.739,14.471,14.303,14.019,13.735,13.560,13.287,13.069,12.792,12.552,12.323,12.087,10.908,9.658,8.442,7.249,5.865,4.523,3.116,1.789,0.427,-0.918,-2.300,-3.719,-5.052,-6.361,-7.756,-9.329,-10.798,-12.335,-13.847,-15.344,-16.890,-18.436,-20.183,-21.939,-23.589,-25.356,-27.054,-28.764,-30.473,-32.205,-34.017,-35.852,0
694,2026-03-03 20:44:45,12,17.80,97.70,980.20,24.30,0,0.30,55.53,3.84,14.824,14.950,14.916,14.916,14.882,14.835,14.808,14.807,14.743,14.703,14.669,14.628,14.623,14.583,14.557,14.543,14.472,14.458,14.475,14.387,14.401,14.311,14.260,14.221,14.081,13.961,13.844,13.702,13.611,13.480,13.336,13.227,13.090,12.975,12.817,12.726,12.622,12.515,12.310,12.064,11.846,11.686,11.457,11.243,11.090,10.885,10.697,10.493,10.314,10.139,9.968,9.132,8.308,7.604,6.945,6.338,5.802,5.291,4.839,4.422,4.006,3.603,3.228,2.912,2.634,2.341,1.990,1.702,1.444,1.223,1.031,0.863,0.724,0.602,0.496,0.413,0.340,0.279,0.228,0.187,0.152,0.124,0.100,0
695,2026-03-03 20:44:45,13,17.80,97.70,980.20,24.30,0,0.30,55.53,3.84,97.700,98.546,98.611,98.609,98.543,98.569,98.463,98.490,98.220,98.342,98.289,98.155,98.065,98.117,97.992,97.964,97.908,97.803,97.843,97.753,97.727,97.694,97.623,97.651,97.605,97.454,97.397,97.263,97.150,97.086,96.906,96.786,96.759,96.523,96.599,96.443,96.401,96.160,96.022,95.618,95.444,95.128,94.899,94.762,94.491,94.317,93.948,93.748,93.536,93.267,93.044,91.779,90.376,89.407,88.190,88.083,88.110,88.269,88.293,88.556,88.836,89.194,89.592,90.075,90.733,90.545,87.831,85.144,82.456,79.643,76.630,73.606,71.037,69.313,67.093,65.392,63.624,61.462,59.595,57.985,55.831,55.038,53.959,0
696,2026-03-03 20:44:45,14,17.80,97.70,980.20,24.30,0,0.30,55.53,3.84,0.352,0.222,0.212,0.212,0.222,0.217,0.233,0.229,0.269,0.250,0.257,0.277,0.291,0.282,0.301,0.305,0.312,0.327,0.322,0.333,0.338,0.341,0.350,0.345,0.348,0.368,0.373,0.389,0.403,0.408,0.429,0.443,0.442,0.471,0.455,0.473,0.475,0.504,0.514,0.557,0.570,0.603,0.620,0.626,0.651,0.661,0.694,0.705,0.718,0.737,0.750,0.823,0.890,0.906,0.935,0.862,0.787,0.706,0.644,0.574,0.505,0.438,0.376,0.322,0.270,0.245,0.276,0.298,0.308,0.313,0.315,0.310,0.296,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
697,2026-03-03 20:45:00,11,17.80,97.50,980.00,18.39,0,0.30,57.53,4.38,17.800,17.775,17.708,17.704,17.661,17.599,17.589,17.568,17.529,17.459,17.424,17.388,17.385,17.325,17.309,17.289,17.210,17.207,17.210,17.111,17.128,17.018,16.952,16.895,16.727,16.616,16.497,16.353,16.264,16.112,15.974,15.863,15.701,15.607,15.391,15.303,15.174,15.081,14.842,14.590,14.321,14.158,13.873,13.596,13.425,13.158,12.938,12.671,12.431,12.202,11.967,10.808,9.582,8.385,7.202,5.825,4.492,3.079,1.759,0.400,-0.944,-2.326,-3.741,-5.070,-6.378,-7.775,-9.347,-10.811,-12.342,-13.861,-15.350,-16.895,-18.439,-20.185,-21.944,-23.599,-25.357,-27.053,-28.769,-30.478,-32.202,-34.023,-35.852,0
698,2026-03-03 20:45:00,12,17.80,97.50,980.00,18.39,0,0.30,57.53,4.38,14.794,14.931,14.862,14.877,14.785,14.751,14.682,14.698,14.602,14.544,14.473,14.433,14.412,14.342,14.307,14.279,14.184,14.124,14.137,14.002,14.029,13.873,13.803,13.682,13.537,13.424,13.285,13.142,13.035,12.928,12.739,12.637,12.511,12.346,12.201,12.113,12.003,11.872,11.683,11.436,11.251,11.097,10.893,10.716,10.568,10.373,10.211,10.033,9.848,9.704,9.536,8.767,8.019,7.344,6.748,6.223,5.777,5.324,4.936,4.562,4.172,3.786,3.427,3.117,2.837,2.536,2.166,1.862,1.583,1.340,1.131,0.947,0.794,0.659,0.540,0.448,0.368,0.300,0.245,0.199,0.160,0.132,0.107,0
699,2026-03-03 20:45:00,13,17.80,97.50,980.00,18.39,0,0.30,57.53,4.38,97.500,98.547,98.487,98.611,98.245,98.385,97.986,98.217,97.805,97.820,97.548,97.483,97.360,97.243,97.095,97.019,96.828,96.435,96.504,96.156,96.245,95.800,95.697,95.187,95.124,94.969,94.657,94.454,94.188,94.274,93.673,93.550,93.529,92.822,92.944,92.762,92.647,92.153,92.014,91.468,91.486,91.138,91.038,91.098,90.792,90.595,90.407,90.315,89.982,89.935,89.688,88.669,87.656,86.662,85.951,86.719,87.913,89.033,90.248,91.536,92.718,93.922,95.277,96.556,97.868,98.239,95.751,93.229,90.394,87.392,84.107,80.785,77.916,75.868,73.222,70.943,68.882,66.228,63.863,61.691,59.034,58.493,57.428,0
700,2026-03-03 20:45:00,14,17.80,97.50,980.00,18.39,0,0.30,57.53,4.38,0.382,0.222,0.230,0.211,0.266,0.244,0.304,0.269,0.330,0.327,0.367,0.376,0.394,0.410,0.431,0.442,0.468,0.526,0.516,0.564,0.552,0.613,0.626,0.697,0.699,0.717,0.756,0.778,0.811,0.791,0.867,0.878,0.872,0.962,0.934,0.952,0.960,1.019,1.022,1.075,1.055,1.087,1.080,1.055,1.080,1.085,1.091,1.083,1.104,1.093,1.104,1.128,1.136,1.137,1.109,0.958,0.798,0.659,0.536,0.424,0.329,0.246,0.170,0.111,0.062,0.046,0.096,0.135,0.168,0.194,0.214,0.225,0.225,0.210,0.198,0.184,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
701,2026-03-03 20:45:15,11,17.80,97.70,980.00,19.50,0,0.30,56.06,4.04,17.800,17.775,17.706,17.703,17.661,17.598,17.588,17.568,17.528,17.458,17.423,17.388,17.386,17.325,17.309,17.289,17.210,17.208,17.213,17.111,17.130,17.020,16.954,16.898,16.730,16.618,16.500,16.355,16.268,16.115,15.977,15.867,15.704,15.611,15.394,15.306,15.176,15.085,14.846,14.594,14.323,14.163,13.876,13.599,13.429,13.162,12.942,12.674,12.434,12.206,11.971,10.812,9.587,8.389,7.206,5.830,4.498,3.084,1.766,0.406,-0.936,-2.319,-3.733,-5.061,-6.369,-7.766,-9.339,-10.801,-12.332,-13.852,-15.339,-16.885,-18.429,-20.176,-21.935,-23.590,-25.348,-27.043,-28.760,-30.469,-32.192,-34.014,-35.843,0
702,2026-03-03 20:45:15,12,17.80,97.70,980.00,19.50,0,0.30,56.06,4.04,14.824,14.944,14.887,14.890,14.830,14.782,14.746,14.741,14.660,14.613,14.565,14.517,14.500,14.448,14.414,14.391,14.310,14.279,14.291,14.180,14.197,14.081,14.013,13.948,13.802,13.688,13.572,13.434,13.341,13.215,13.063,12.961,12.829,12.710,12.554,12.465,12.359,12.249,12.054,11.814,11.604,11.449,11.226,11.027,10.878,10.679,10.497,10.305,10.125,9.960,9.790,8.983,8.193,7.506,6.868,6.284,5.776,5.279,4.849,4.446,4.039,3.642,3.275,2.963,2.687,2.392,2.035,1.743,1.478,1.250,1.054,0.880,0.738,0.614,0.505,0.421,0.346,0.284,0.232,0.190,0.154,0.126,0.102,0
703,2026-03-03 20:45:15,13,17.80,97.70,980.00,19.50,0,0.30,56.06,4.04,97.700,98.635,98.662,98.701,98.550,98.604,98.416,98.507,98.196,98.289,98.168,98.054,97.953,97.958,97.820,97.782,97.688,97.491,97.545,97.376,97.389,97.227,97.145,97.014,96.973,96.818,96.683,96.536,96.373,96.352,96.042,95.925,95.892,95.532,95.617,95.448,95.384,95.064,94.918,94.470,94.338,94.004,93.804,93.727,93.435,93.254,92.918,92.744,92.490,92.285,92.049,90.828,89.525,88.544,87.448,87.538,87.865,88.259,88.617,89.166,89.695,90.300,91.000,91.740,92.617,92.611,89.894,87.202,84.378,81.437,78.257,75.057,72.367,70.612,68.318,66.523,64.743,62.501,60.582,58.890,56.668,56.019,55.005,0
704,2026-03-03 20:45:15,14,17.80,97.70,980.00,19.50,0,0.30,56.06,4.04,0.352,0.208,0.203,0.197,0.220,0.211,0.239,0.225,0.271,0.256,0.274,0.290,0.305,0.304,0.324,0.329,0.341,0.370,0.363,0.385,0.384,0.405,0.415,0.433,0.434,0.453,0.469,0.486,0.506,0.504,0.543,0.555,0.554,0.599,0.580,0.599,0.603,0.641,0.650,0.697,0.702,0.736,0.747,0.743,0.770,0.778,0.806,0.812,0.828,0.838,0.851,0.913,0.965,0.977,0.991,0.899,0.802,0.705,0.626,0.542,0.466,0.393,0.325,0.268,0.215,0.191,0.229,0.256,0.274,0.285,0.293,0.293,0.282,0.256,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
705,2026-03-03 20:45:30,11,17.80,97.90,979.70,23.60,0,0.30,54.63,3.84,17.800,17.777,17.707,17.703,17.664,17.600,17.591,17.571,17.534,17.463,17.429,17.394,17.394,17.333,17.318,17.297,17.219,17.218,17.224,17.123,17.141,17.034,16.968,16.914,16.746,16.635,16.518,16.372,16.287,16.133,15.996,15.888,15.724,15.632,15.415,15.328,15.199,15.108,14.869,14.616,14.345,14.185,13.898,13.620,13.451,13.182,12.964,12.695,12.454,12.228,11.992,10.833,9.607,8.408,7.224,5.849,4.518,3.105,1.789,0.428,-0.910,-2.293,-3.707,-5.034,-6.341,-7.736,-9.309,-10.769,-12.300,-13.819,-15.305,-16.851,-18.395,-20.143,-21.901,-23.556,-25.315,-27.009,-28.727,-30.436,-32.160,-33.983,-35.813,0
706,2026-03-03 20:45:30,12,17.80,97.90,979.70,23.60,0,0.30,54.63,3.84,14.855,14.979,14.927,14.920,14.881,14.826,14.808,14.788,14.716,14.676,14.642,14.588,14.573,14.532,14.499,14.479,14.404,14.394,14.404,14.310,14.318,14.229,14.161,14.133,13.983,13.867,13.763,13.622,13.536,13.397,13.265,13.161,13.024,12.924,12.763,12.672,12.565,12.463,12.262,12.025,11.800,11.646,11.412,11.199,11.049,10.848,10.656,10.454,10.278,10.100,9.928,9.099,8.282,7.589,6.928,6.321,5.783,5.266,4.811,4.391,3.975,3.570,3.193,2.878,2.600,2.309,1.961,1.678,1.426,1.208,1.020,0.855,0.718,0.597,0.491,0.410,0.337,0.277,0.227,0.186,0.151,0.123,0.100,0
707,2026-03-03 20:45:30,13,17.80,97.90,979.70,23.60,0,0.30,54.63,3.84,97.900,98.850,98.921,98.900,98.873,98.884,98.815,98.799,98.538,98.688,98.654,98.494,98.394,98.484,98.348,98.329,98.278,98.216,98.248,98.198,98.147,98.166,98.087,98.207,98.155,97.983,97.942,97.790,97.678,97.571,97.412,97.282,97.226,97.022,97.081,96.901,96.842,96.588,96.425,96.028,95.809,95.489,95.229,95.062,94.774,94.608,94.194,93.965,93.774,93.455,93.226,91.884,90.375,89.424,88.119,87.952,87.854,87.913,87.782,87.918,88.088,88.328,88.544,88.891,89.424,89.154,86.417,83.745,81.155,78.459,75.556,72.642,70.129,68.418,66.267,64.673,62.902,60.800,58.983,57.454,55.397,54.566,53.588,0
708,2026-03-03 20:45:30,14,17.80,97.90,979.70,23.60,0,0.30,54.63,3.84,0.321,0.176,0.164,0.167,0.171,0.169,0.179,0.181,0.220,0.197,0.201,0.225,0.240,0.226,0.245,0.248,0.254,0.264,0.259,0.265,0.272,0.268,0.278,0.260,0.265,0.288,0.291,0.310,0.324,0.336,0.355,0.371,0.375,0.400,0.387,0.408,0.413,0.444,0.458,0.501,0.520,0.554,0.576,0.586,0.614,0.623,0.661,0.676,0.687,0.712,0.726,0.809,0.887,0.903,0.939,0.870,0.803,0.727,0.672,0.606,0.539,0.473,0.414,0.361,0.308,0.282,0.309,0.326,0.332,0.332,0.331,0.322,0.306,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
709,2026-03-03 20:45:45,11,17.80,98.40,980.30,32.00,0,0.30,54.80,3.65,17.800,17.782,17.707,17.704,17.671,17.603,17.597,17.579,17.544,17.471,17.441,17.408,17.412,17.349,17.336,17.316,17.237,17.238,17.250,17.148,17.165,17.062,16.997,16.948,16.780,16.671,16.556,16.410,16.328,16.173,16.037,15.934,15.769,15.678,15.461,15.376,15.248,15.159,14.919,14.665,14.393,14.234,13.948,13.667,13.500,13.228,13.013,12.740,12.499,12.275,12.040,10.878,9.654,8.450,7.266,5.892,4.564,3.152,1.841,0.480,-0.851,-2.233,-3.645,-4.970,-6.275,-7.667,-9.240,-10.695,-12.227,-13.743,-15.224,-16.771,-18.316,-20.067,-21.821,-23.477,-25.240,-26.932,-28.651,-30.362,-32.084,-33.911,-35.744,0
710,2026-03-03 20:45:45,12,17.80,98.40,980.30,32.00,0,0.30,54.80,3.65,14.931,15.061,15.006,15.001,14.967,14.909,14.894,14.876,14.807,14.766,14.733,14.680,14.669,14.629,14.597,14.579,14.502,14.494,14.510,14.414,14.423,14.337,14.271,14.247,14.098,13.982,13.879,13.734,13.651,13.510,13.374,13.275,13.134,13.034,12.871,12.780,12.673,12.570,12.366,12.123,11.895,11.738,11.501,11.284,11.133,10.928,10.735,10.527,10.348,10.170,9.995,9.153,8.324,7.623,6.953,6.348,5.811,5.294,4.840,4.419,4.005,3.599,3.221,2.903,2.624,2.331,1.979,1.694,1.439,1.218,1.029,0.861,0.723,0.601,0.495,0.414,0.340,0.279,0.229,0.189,0.153,0.125,0.102,0
711,2026-03-03 20:45:45,13,17.80,98.40,980.30,32.00,0,0.30,54.80,3.65,98.400,99.370,99.444,99.430,99.401,99.420,99.353,99.344,99.083,99.244,99.201,99.039,98.943,99.042,98.902,98.898,98.841,98.779,98.818,98.768,98.728,98.745,98.674,98.800,98.756,98.583,98.535,98.374,98.261,98.153,97.973,97.850,97.782,97.571,97.633,97.447,97.382,97.112,96.939,96.522,96.294,95.955,95.682,95.512,95.204,95.033,94.604,94.359,94.154,93.822,93.576,92.166,90.573,89.577,88.200,88.072,88.008,88.104,87.993,88.162,88.357,88.627,88.855,89.214,89.758,89.499,86.708,84.000,81.369,78.625,75.664,72.679,70.127,68.439,66.305,64.767,63.013,60.930,59.143,57.673,55.645,54.877,53.980,0
712,2026-03-03 20:45:45,14,17.80,98.40,980.30,32.00,0,0.30,54.80,3.65,0.245,0.096,0.085,0.087,0.091,0.088,0.098,0.099,0.138,0.113,0.120,0.144,0.158,0.143,0.163,0.164,0.171,0.181,0.175,0.181,0.187,0.184,0.193,0.174,0.179,0.203,0.208,0.229,0.244,0.256,0.279,0.294,0.300,0.327,0.314,0.337,0.343,0.377,0.393,0.440,0.461,0.499,0.523,0.534,0.565,0.575,0.617,0.634,0.647,0.674,0.691,0.783,0.872,0.892,0.935,0.864,0.796,0.718,0.663,0.596,0.530,0.463,0.405,0.352,0.300,0.274,0.304,0.323,0.330,0.332,0.332,0.324,0.308,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
713,2026-03-03 20:46:00,11,17.80,98.50,980.20,16.89,0,0.67,55.61,3.65,17.800,17.784,17.710,17.706,17.676,17.607,17.601,17.584,17.551,17.477,17.449,17.416,17.422,17.359,17.346,17.327,17.248,17.249,17.264,17.163,17.178,17.077,17.014,16.965,16.799,16.691,16.576,16.430,16.349,16.196,16.060,15.959,15.794,15.703,15.486,15.403,15.276,15.187,14.947,14.692,14.420,14.260,13.975,13.693,13.526,13.253,13.039,12.764,12.524,12.301,12.066,10.903,9.678,8.471,7.287,5.914,4.586,3.176,1.867,0.507,-0.822,-2.203,-3.615,-4.939,-6.243,-7.634,-9.205,-10.659,-12.191,-13.705,-15.185,-16.731,-18.276,-20.029,-21.781,-23.437,-25.202,-26.894,-28.613,-30.325,-32.047,-33.875,-35.710,0
714,2026-03-03 20:46:00,12,17.80,98.50,980.20,16.89,0,0.67,55.61,3.65,14.946,15.082,15.023,15.025,14.983,14.930,14.905,14.899,14.827,14.783,14.744,14.696,14.687,14.641,14.609,14.592,14.512,14.494,14.515,14.411,14.426,14.327,14.265,14.223,14.078,13.963,13.852,13.707,13.621,13.486,13.337,13.241,13.101,12.989,12.829,12.740,12.633,12.523,12.319,12.071,11.848,11.688,11.455,11.243,11.090,10.883,10.695,10.489,10.306,10.133,9.958,9.118,8.296,7.591,6.929,6.337,5.819,5.314,4.874,4.463,4.057,3.654,3.281,2.965,2.685,2.390,2.030,1.739,1.475,1.248,1.053,0.879,0.737,0.613,0.505,0.422,0.347,0.285,0.234,0.192,0.156,0.128,0.104,0
715,2026-03-03 20:46:00,13,17.80,98.50,980.20,16.89,0,0.67,55.61,3.65,98.500,99.492,99.547,99.577,99.479,99.532,99.405,99.463,99.178,99.319,99.227,99.093,99.001,99.064,98.921,98.923,98.842,98.711,98.769,98.660,98.665,98.588,98.529,98.530,98.500,98.332,98.224,98.059,97.914,97.849,97.570,97.458,97.390,97.089,97.164,96.979,96.905,96.585,96.410,95.948,95.754,95.392,95.138,95.014,94.684,94.500,94.100,93.869,93.619,93.336,93.074,91.671,90.128,89.078,87.768,87.800,87.990,88.288,88.462,88.882,89.289,89.777,90.284,90.869,91.612,91.513,88.695,85.956,83.165,80.260,77.109,73.925,71.255,69.575,67.389,65.796,64.072,61.939,60.138,58.639,56.561,55.946,55.098,0
716,2026-03-03 20:46:00,14,17.80,98.50,980.20,16.89,0,0.67,55.61,3.65,0.229,0.078,0.069,0.064,0.079,0.071,0.090,0.081,0.124,0.102,0.116,0.136,0.149,0.139,0.161,0.160,0.171,0.191,0.182,0.197,0.197,0.207,0.215,0.214,0.216,0.239,0.252,0.273,0.292,0.299,0.335,0.348,0.354,0.392,0.377,0.400,0.407,0.446,0.462,0.514,0.529,0.569,0.590,0.594,0.627,0.638,0.675,0.690,0.707,0.728,0.746,0.834,0.914,0.936,0.971,0.885,0.798,0.708,0.638,0.560,0.488,0.418,0.354,0.299,0.247,0.222,0.259,0.285,0.299,0.307,0.313,0.311,0.298,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
717,2026-03-03 20:46:15,11,17.80,98.90,980.60,16.39,0,0.89,55.45,3.42,17.800,17.786,17.707,17.704,17.677,17.606,17.602,17.585,17.555,17.479,17.452,17.420,17.429,17.365,17.353,17.333,17.254,17.257,17.276,17.173,17.188,17.090,17.026,16.982,16.814,16.707,16.594,16.447,16.369,16.214,16.078,15.981,15.815,15.725,15.507,15.424,15.298,15.211,14.971,14.715,14.442,14.284,13.998,13.715,13.550,13.274,13.063,12.786,12.545,12.325,12.089,10.926,9.702,8.494,7.309,5.938,4.612,3.201,1.897,0.535,-0.788,-2.169,-3.580,-4.903,-6.206,-7.595,-9.167,-10.617,-12.150,-13.663,-15.139,-16.687,-18.233,-19.987,-21.738,-23.394,-25.160,-26.851,-28.571,-30.283,-32.005,-33.835,-35.671,0
718,2026-03-03 20:46:15,12,17.80,98.90,980.60,16.39,0,0.89,55.45,3.42,15.006,15.147,15.086,15.086,15.054,14.996,14.979,14.969,14.902,14.859,14.825,14.774,14.769,14.727,14.695,14.681,14.601,14.591,14.615,14.515,14.528,14.440,14.378,14.352,14.205,14.090,13.985,13.838,13.757,13.617,13.474,13.381,13.238,13.133,12.971,12.882,12.775,12.669,12.463,12.212,11.982,11.822,11.583,11.364,11.210,11.000,10.808,10.595,10.411,10.234,10.056,9.200,8.360,7.646,6.969,6.371,5.842,5.331,4.883,4.465,4.058,3.651,3.273,2.954,2.673,2.377,2.018,1.728,1.466,1.241,1.047,0.875,0.733,0.610,0.503,0.421,0.346,0.285,0.234,0.192,0.156,0.128,0.104,0
719,2026-03-03 20:46:15,13,17.80,98.90,980.60,16.39,0,0.89,55.45,3.42,98.900,99.909,99.982,99.996,99.938,99.981,99.894,99.923,99.654,99.819,99.750,99.599,99.513,99.609,99.466,99.484,99.413,99.325,99.384,99.312,99.307,99.289,99.239,99.327,99.300,99.133,99.060,98.896,98.775,98.691,98.457,98.352,98.281,98.034,98.112,97.930,97.864,97.566,97.391,96.934,96.712,96.342,96.064,95.907,95.569,95.385,94.953,94.696,94.454,94.127,93.855,92.363,90.685,89.599,88.151,88.129,88.202,88.421,88.447,88.756,89.062,89.455,89.814,90.279,90.918,90.733,87.874,85.112,82.369,79.496,76.390,73.242,70.604,68.958,66.836,65.342,63.634,61.569,59.820,58.411,56.404,55.758,54.950,0
